id,title,blog,link,description,author,published
2328 at https://www.oh-soyummy.com,"Omakase at TOO Sushi Project - Carlsbad, CA",Oh-So Yummy - Where food meets tongue,https://www.oh-soyummy.com/omakase-too-sushi-project-carlsbad-ca,"

## Omakase at TOO Sushi Project - Carlsbad, CA

Submitted by lynn on 11/19/2019 - 7:11pm.

Omakase has been on my to-do list for a while and I finally had the
opportunity earlier this month! TOO Sushi Project strives for the best quality
seafood and other ingredients, which includes sourcing from Tsukiji Market in
Tokyo or local fisheries. That morning, fresh fish was flown in from Japan so
we were in for a real treat!

Continue Reading ->

",lynn,"Wed, 20 Nov 2019 03:11:19 +0000"
2321 at https://www.oh-soyummy.com,"Columbia Maryland food - Cravin Food, Victoria Gastro Pub, RegionAle plus G & M",Oh-So Yummy - Where food meets tongue,https://www.oh-soyummy.com/reviews/columbia-maryland-food-cravin-food-victorias-gastro-pub-regionale-plus-g-m,"

## Columbia Maryland food - Cravin Food, Victoria Gastro Pub, RegionAle plus G
& M

Submitted by lynn on 11/05/2019 - 6:56pm.

Traveling cross country is tiring, especially when your flight leaves bright
and early at 6:30am! Work happened to bring me to the small town of Columbia
Maryland. Of course, I was pondering when and where my next meal would be!
After checking into the hotel, I peeked at the recommendations from the front
desk.

I felt like eating healthier that evening and **Cravin' Foods** caught my eye.
This restaurant specializes in charbroiled chicken. To be honest, I had to
look up the cooking method online, but seemed like another way to say chicken
on a spit! Hence this:

Continue Reading ->

",lynn,"Wed, 06 Nov 2019 02:56:38 +0000"
2324 at https://www.oh-soyummy.com,San Diego Reader Brunch and Booze - recap,Oh-So Yummy - Where food meets tongue,https://www.oh-soyummy.com/reviews/san-diego-reader-brunch-and-booze-recap,"

## San Diego Reader Brunch and Booze - recap

Submitted by lynn on 10/28/2019 - 1:16pm.

The newest food festival to hit town was the first annual San Diego Reader
Brunch and Booze! There was no way we would miss out on this tasting,
considering how much we've enjoyed their other events Tacotopia and Burgers &
Beer! The festival was held at NTC Park in Liberty Station on Saturday October
19, 2019 between 12-3pm (or 11-3pm for VIP). Parking was much easier than
Golden Hill from prior activities.

Continue Reading ->

",lynn,"Mon, 28 Oct 2019 20:16:32 +0000"
2323 at https://www.oh-soyummy.com,"Volcan Valley Apple Farm - Julian, CA",Oh-So Yummy - Where food meets tongue,https://www.oh-soyummy.com/reviews/volcan-valley-apple-farm-julian-ca,"

## Volcan Valley Apple Farm - Julian, CA

Submitted by lynn on 09/20/2019 - 7:01pm.

Did you know it's apple picking season? The family visited Volcan Valley Apple
Farm in Julian, California last weekend. On the website and signs, the
official start date was Friday Sept 13th but we found out they had opened two
weeks earlier due to ripening Gravenstein Apples!

Continue Reading ->

",lynn,"Sat, 21 Sep 2019 02:01:04 +0000"
"tag:typepad.com,2003:post-6a00d83451b81169e2026bdea61af8200c","Road Trip (During Covid-19) - Cocktails from the Good Lion, Sama Sama, Handlebar Coffee (Santa Barbara), and Morro Bay",mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/road-trip-during-covid-19-cocktails-from-the-good-lion-sama-sama-handlebar-coffee-santa-barbara-morr.html,"After dinner at the Black Sheep we headed down State Street all the way to the
""Funk Zone"" area. It was way too crowded, even on a Sunday night, so we
decided to head back to the motel room. About...

",Kirk K,2020-11-19T06:17:38-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e20263e9786a98200b",Takeout from Greenhaus Vegetarian Eatery,mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/takeout-from-greenhaus-vegetarian-eatery.html,"Back in August while driving down Morena Boulevard, I noticed that the
longtime Chinese Fast-Food place, Wok In Express was gone and being replaced
by, gosh, of all things a vegetarian restaurant! The first thing that went
through my mind...

",Kirk K,2020-11-17T18:46:34-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e20263e9782135200b",Takeout Revisit to Chicago Fire Grill,mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/takeout-revisits-chicago-fire-grill-and-supernatural-sandwiches.html,"I can tell that the pandemic is raging on, just by the fact that I've already
done Covid-19 takeout posts on Chicago Fire Grill and SuperNatural
Sandwiches......and now I'm circling back! Anyway, here goes. Chicago Fire
Grill: I had ben...

",Kirk K,2020-11-16T18:50:50-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e2026be423c818200d",Road Trip (During Covid-19) - The Black Sheep (Santa Barbara),mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/road-trip-the-black-sheep-cocktails-from-the-good-lion-and-a-snack-from-sama-sama.html,"I spent a good month planning our road trip....the dates; not only was the
Missus and I burnt out from work, but also from all the toxic politics and
hate being spewed. I knew it was going to boil over...

",Kirk K,2020-11-14T20:38:09-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e2026be411a5f6200d","Grocery Market Steam Tray meals: Carnival, Sam Woo BBQ and Valley Foods",mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/grocery-market-steam-tray-meals-carnival-99ranch-and-valley-foods.html,"Thanks for stopping to read mmm-yoso!!!, a long running San Diego food blog.
Cathy is writing today while Kirk catches up with things. At midnight, San
Diego County is going back into the most strict lockdown phase (the purple
tier,...

",Cathy,2020-11-13T18:48:00-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e2026bdea43a10200c",Where In the World Were We?,mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/where-in-the-world-were-we.html,"Does the map to the right look familiar? Yes, it's my ""roaming range"" which
I've used in a couple of posts since the pandemic started. And as of March
246th (November 1st most years) it was as far as I'd...

",Kirk K,2020-11-12T18:25:15-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e20263e9587d81200b",Golden Bagel Cafe (El Cajon),mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/golden-bagel.html,"mmm-yoso!!! is being written by Cathy today; Kirk is still on a vacation with
His Missus. The Mister and I have tried to avoid patronizing chain businesses
during this time of COVID-19 and lockdown. The Golden Bagel, located at the...

",Cathy,2020-11-11T09:17:00-08:00
"tag:typepad.com,2003:post-6a00d83451b81169e20264e2ea2878200d","Arely (one more time, eating outdoors)",mmm-yoso!!!,https://mmm-yoso.typepad.com/mmmyoso/2020/11/arely-one-more-time-eating-outdoors.html,"mmm-yoso!!! is a food blog. Usually Kirk writes here, but he is taking a short
vacation with His Missus. Cathy is writing today. In this time of COVID-19,
everything has changed. Although I haven't written about Arely since 2017,
The...

",Cathy,2020-11-09T17:05:00-08:00
https://classicsandiego.com/?p=5720,In Remembrance: Classic San Diego Restaurant Closures in 2020,Classic San Diego,https://classicsandiego.com/2020/08/in-remembrance-classic-san-diego-restaurant-closures-in-2020/,"

With sadness, we remember some of the classic San Diego establishments that
have shuttered in 2020 during the COVID-19 pandemic. Restaurants come and go,
but when a family favorite closes up, it’s almost like losing a loved one...

The post In Remembrance: Classic San Diego Restaurant Closures in 2020
appeared first on Classic San Diego.

",Martin S. Lindsay,"Sat, 01 Aug 2020 20:55:34 +0000"
https://classicsandiego.com/?p=5659,"Classic San Diego Tiki: The Aloha Cafe, part 1",Classic San Diego,https://classicsandiego.com/2020/04/classic-san-diego-tiki-the-aloha-cafe-part-1/,"

Classic San Diego Tiki - The Aloha Cafe (1928-2011)

The post Classic San Diego Tiki: The Aloha Cafe, part 1 appeared first on
Classic San Diego.

",Martin S. Lindsay,"Mon, 06 Apr 2020 17:56:19 +0000"
https://classicsandiego.com/?p=5631,Tiki Book Release,Classic San Diego,https://classicsandiego.com/2020/01/tiki-book-release/,"

""Ninety Years of Classic San Diego Tiki"" book pick-up and signing events in
San Diego January 14-20, 2020.

The post Tiki Book Release appeared first on Classic San Diego.

",Martin S. Lindsay,"Tue, 14 Jan 2020 17:14:36 +0000"
https://classicsandiego.com/?p=5454,In Remembrance: Classic San Diego Restaurant Closures in 2019,Classic San Diego,https://classicsandiego.com/2019/12/in-remembrance-classic-san-diego-restaurant-closures-in-2019/,"

With sadness and a bit of forlorn nostalgia, we remember some of the classic
San Diego establishments that shuttered in 2019.

The post In Remembrance: Classic San Diego Restaurant Closures in 2019
appeared first on Classic San Diego.

",Martin S. Lindsay,"Sat, 28 Dec 2019 01:00:01 +0000"
https://classicsandiego.com/?p=5577,My Ship Has Come In,Classic San Diego,https://classicsandiego.com/2019/12/my-ship-has-come-in/,"

“Ninety Years of Classic San Diego Tiki” books have arrived in the Port of
Long Beach!

The post My Ship Has Come In appeared first on Classic San Diego.

",Martin S. Lindsay,"Thu, 26 Dec 2019 20:23:30 +0000"
https://classicsandiego.com/?p=5553,Where Is My Book?,Classic San Diego,https://classicsandiego.com/2019/12/where-is-my-book/,"

One might say, it’s on a “slow boat from China,” literally. Our shipment of
Tiki books is on the cargo vessel OOCL Beijing, en route to the Port of Long
Beach, California.

The post Where Is My Book? appeared first on Classic San Diego.

",Martin S. Lindsay,"Mon, 16 Dec 2019 23:32:54 +0000"
https://classicsandiego.com/?p=5438,Recipe: Sim Sex Cocktail from George Joe’s Mah Jong Room,Classic San Diego,https://classicsandiego.com/2019/11/recipe-sim-sex-cocktail-from-george-joes-mah-jong-room/,"

Eddie Dennison’s recipe for the Sim Sex cocktail from the Mah Jong Room,
George Joe’s Chinese Village.

The post Recipe: Sim Sex Cocktail from George Joe’s Mah Jong Room appeared
first on Classic San Diego.

",Martin S. Lindsay,"Fri, 22 Nov 2019 20:32:12 +0000"
https://classicsandiego.com/?p=5389,Good News – My Tiki Book is Printed!,Classic San Diego,https://classicsandiego.com/2019/11/good-news-my-tiki-book-is-printed/,"

Thank you all for being so patient. My book, Ninety Years of Classic San Diego
Tiki, is finally printed!

The post Good News - My Tiki Book is Printed! appeared first on Classic San
Diego.

",Martin S. Lindsay,"Thu, 21 Nov 2019 20:35:26 +0000"
https://classicsandiego.com/?p=5335,Tiki Book Update,Classic San Diego,https://classicsandiego.com/2019/10/tiki-book-update/,"

Thank you one and all This project is finally coming to fruition! While you
may think nothing's been happening for a while on my Ninety Years of Classic
San Diego […]

The post Tiki Book Update appeared first on Classic San Diego.

",Martin S. Lindsay,"Tue, 29 Oct 2019 19:25:14 +0000"
https://classicsandiego.com/?p=5292,All posters going out this week!,Classic San Diego,https://classicsandiego.com/2019/04/all-posters-going-out-this-week/,"

Aloha! Tiki Mugs Poster Just an update to let you know all remaining posters
ordered will be going out this week in several shipments. If you haven’t
received yours yet, […]

The post All posters going out this week! appeared first on Classic San Diego.

",Martin S. Lindsay,"Fri, 12 Apr 2019 16:53:28 +0000"
https://sandiegofoodfinds.com/?p=60200,Eggies Hatches in Pacific Beach,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/eggies-hatches-in-pacific-beach/,"

Eggies in Pacific Beach has officially opened – just in time for the dine-in
shutdown, so Pacific Beach dwellers can…

The post Eggies Hatches in Pacific Beach first appeared on San Diego Food
Finds BLOG.

",Maria Desiderata Montana,"Tue, 14 Jul 2020 17:59:37 +0000"
https://sandiegofoodfinds.com/?p=59763,New Menu at Jimmy’s Famous American Tavern,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/new-menu-at-jimmys-famous-american-tavern/,"

In anticipation of the 10th anniversary of their flagship location at the
Point Loma Marina, Jimmy’s presents a fresh new…

The post New Menu at Jimmy’s Famous American Tavern first appeared on San
Diego Food Finds BLOG.

",Maria Desiderata Montana,"Fri, 13 Mar 2020 02:23:18 +0000"
https://sandiegofoodfinds.com/?p=59709,Da Kine’s Plate Lunches Returns to San Diego,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/da-kines-plate-lunches-returns-to-san-diego/,"

Founded in 1997 in Pacific Beach, Da Kine’s Plate Lunches embraces
unpretentious Hawaiian culture with a fast casual concept and come-as-you-are…

The post Da Kine’s Plate Lunches Returns to San Diego first appeared on San
Diego Food Finds BLOG.

",Maria Desiderata Montana,"Thu, 12 Mar 2020 19:45:09 +0000"
https://sandiegofoodfinds.com/?p=47944,Artful Compostions at Et Voilà! French Bistro,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/artful-compostions-at-et-voila-french-bistro/,"

Ludo Misfud, owner of Et Voilà! French Bistro, is serving up authentic
excellence in the vibrant neighborhood of University Heights.…

The post Artful Compostions at Et Voilà! French Bistro first appeared on San
Diego Food Finds BLOG.

",Maria Desiderata Montana,"Wed, 11 Mar 2020 00:51:07 +0000"
https://sandiegofoodfinds.com/?p=57074,Inspired Eats at Gravity Heights,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/new-brewpub-in-sorrento-mesa/,"

Gravity Heights, the Sorrento Mesa brewery and restaurant, is a socially
inspired 13,000-square-foot brewpub with an expansive outdoor beer garden.…

The post Inspired Eats at Gravity Heights first appeared on San Diego Food
Finds BLOG.

",Maria Desiderata Montana,"Mon, 09 Mar 2020 20:30:53 +0000"
https://sandiegofoodfinds.com/?p=59161,Don’t Miss Sophisticated Barbecue Haven,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/dont-miss-sophisticated-barbecue-haven/,"

Housed in a 3,900 square-foot space at The Square at Bressi Ranch in Carlsbad,
WR Kitchen & Bar is a barbecue…

The post Don't Miss Sophisticated Barbecue Haven first appeared on San Diego
Food Finds BLOG.

",Maria Desiderata Montana,"Tue, 25 Feb 2020 21:26:51 +0000"
https://sandiegofoodfinds.com/?p=58828,Little Italy’s Zinqué Introduces New Happy Hour,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/little-italys-zinque-introduces-new-happy-hour/,"

Zinqué, the recently opened French bistro in the heart of Little Italy, has
unveiled an all new Happy Hour menu…

The post Little Italy’s Zinqué Introduces New Happy Hour first appeared on San
Diego Food Finds BLOG.

",Maria Desiderata Montana,"Wed, 19 Feb 2020 19:08:48 +0000"
https://sandiegofoodfinds.com/?p=58761,El Jardin Cantina in Liberty Station,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/el-jardin-cantina-in-liberty-station/,"

El Jardín Cantina in Liberty Station lends a laidback atmosphere idyllic for
sipping signature margaritas and indulging in piquant Mexican…

The post El Jardin Cantina in Liberty Station first appeared on San Diego Food
Finds BLOG.

",Maria Desiderata Montana,"Tue, 18 Feb 2020 20:45:28 +0000"
https://sandiegofoodfinds.com/?p=57053,Live Fire Flavor at Fort Oak,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/live-fire-flavor-at-fort-oak/,"

Joining Trust Restaurant in Hillcrest and Hundred Proof in University Heights,
Fort Oak features New American cuisine with a subtle French influence.…

The post Live Fire Flavor at Fort Oak first appeared on San Diego Food Finds
BLOG.

",Maria Desiderata Montana,"Sun, 05 Jan 2020 00:53:05 +0000"
https://sandiegofoodfinds.com/?p=56580,Eye Catching Umi Sushi,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/eye-catching-umi-sushi/,"

Umi means “sea” in Japanese, and Umi Sushi & Oyster Bar inside Pechanga Resort
and Casino welcomes guests into its inviting…

The post Eye Catching Umi Sushi first appeared on San Diego Food Finds BLOG.

",Maria Desiderata Montana,"Sat, 28 Dec 2019 00:01:53 +0000"
https://sandiegofoodfinds.com/?p=59170,Amaya Presents Seductive Italian Cuisine,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/amaya-presents-seductive-italian-cuisine/,"

Amaya at Fairmont Grand Del Mar offers the true intimacy and enjoyment of the
complete dining experience while presenting seductive…

The post Amaya Presents Seductive Italian Cuisine first appeared on San Diego
Food Finds BLOG.

",Maria Desiderata Montana,"Wed, 11 Dec 2019 18:29:14 +0000"
